PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,confounder,random,continous1,continous2
119,0,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,PC 17558,247.5208,B58 B60,C,0,37,0.5424499969504049,1.8940374418482013
120,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,,S,0,77,0.7142487029939111,7.4993641434415235
121,0,2,"Hickman, Mr. Stanley George",male,21.0,2,0,S.O.C. 14879,73.5,,S,0,86,3.1119547555410643,2.5085187892611605
122,0,3,"Moore, Mr. Leonard Charles",male,,0,0,A4. 54510,8.05,,S,1,56,3.2860733166317377,0.9269877442225505
123,0,2,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,,C,0,3,2.3171272898694957,10.394237903333837
124,1,2,"Webber, Miss. Susan",female,32.5,0,0,27267,13.0,E101,S,0,45,2.1484526052298323,2.77572373962207
125,0,1,"White, Mr. Percival Wayland",male,54.0,0,1,35281,77.2875,D26,S,0,2,1.7954403534174732,5.241319314886573
126,1,3,"Nicola-Yarred, Master. Elias",male,12.0,1,0,2651,11.2417,,C,1,61,0.3139766972613436,19.002820090323077
127,0,3,"McMahon, Mr. Martin",male,,0,0,370372,7.75,,Q,1,72,1.7080359518738275,11.913023207693936
128,1,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,,S,0,73,1.8702367739590477,4.348983591806604
129,1,3,"Peter, Miss. Anna",female,,1,1,2668,22.3583,F E69,C,0,70,2.054991809120718,10.419830266291157
130,0,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,,S,0,83,3.4485727434050504,13.014075310715535
131,0,3,"Drazenoic, Mr. Jozef",male,33.0,0,0,349241,7.8958,,C,1,38,2.361343428838662,20.589332179700786
132,0,3,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S,1,13,2.240606418927793,11.779887810686404
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,A/5. 3337,14.5,,S,1,5,3.3332243885553976,8.78431790599689
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,228414,26.0,,S,1,11,3.777662264021921,6.003300573745826
135,0,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,C.A. 29178,13.0,,S,0,40,0.9683975234274573,3.3246186614519346
136,0,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,,C,0,77,1.4310568370701007,8.257709997565817
137,1,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,11752,26.2833,D47,S,1,39,3.834232190610317,17.334126594304863
138,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803,53.1,C123,S,0,7,3.1383210644947583,15.892424792946738
139,0,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,,S,1,8,1.0135897082297562,19.84445692369865
140,0,1,"Giglio, Mr. Victor",male,24.0,0,0,PC 17593,79.2,B86,C,1,92,0.4932766554806971,13.127552739398059
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,,0,2,2678,15.2458,,C,0,85,2.016627071802014,6.991949290526908
142,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,,S,0,78,1.9878860628393946,8.238909107539921
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,,S,0,68,3.2567741187464803,5.901212085189441
144,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,,Q,1,63,3.324989006871748,9.71624384979123
145,0,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,,S,1,15,2.851748949481256,0.019455664677156426
146,0,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,,S,0,79,1.5975162476027496,6.599580088444009
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,,S,0,95,0.9055354077899902,16.083500124271584
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,W./C. 6608,34.375,,S,0,3,2.6096595031760983,4.399732115253446
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,F2,S,1,35,3.109681559233176,20.93591606128076
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,,S,0,25,0.9398124611881937,15.924824626001726
151,0,2,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,,S,1,34,1.095782228189873,13.305309207558388
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776,66.6,C2,S,0,88,2.343962258291872,14.594453144953103
153,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,S,0,32,3.8075418226587847,5.822056282023599
154,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,,S,0,54,0.9232569899222889,21.5500648583974
155,0,3,"Olsen, Mr. Ole Martin",male,,0,0,Fa 265302,7.3125,,S,1,66,2.9233568956653198,7.534526116001766
156,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,,C,0,35,0.9203119346346464,2.6636668510392787
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,,Q,0,91,1.3805069467018072,7.493703004421948
158,0,3,"Corn, Mr. Harry",male,30.0,0,0,SOTON/OQ 392090,8.05,,S,0,71,2.3731567699893565,6.198315997127035
159,0,3,"Smiljanic, Mr. Mile",male,,0,0,315037,8.6625,,S,1,66,0.5388103025675632,2.884201176559306
160,0,3,"Sage, Master. Thomas Henry",male,,8,2,CA. 2343,69.55,,S,1,13,1.2772400071540448,19.979556018170605
161,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,,S,1,18,3.583278770695487,16.362850507717965
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,,S,0,11,2.6071435589162206,10.720554717271979
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,,S,1,6,1.5035796304724816,5.497970372655727
164,0,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,,S,0,13,1.2892859528289682,3.8754605321851745
165,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,,S,0,97,1.8420327536878385,19.334226866362393
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,,S,0,89,1.2897496363147374,8.474534531698872
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,0,1,113505,55.0,E33,S,0,27,2.442628753360314,9.296852098022361
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,,S,1,18,1.9694740032472073,8.450382066543666
169,0,1,"Baumann, Mr. John D",male,,0,0,PC 17318,25.925,,S,0,96,3.580086192676705,14.995147659840043
170,0,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,,S,0,18,3.4594087000826765,14.00916250049103
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,B19,S,0,95,0.6590735335454898,10.976321199961347
172,0,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,,Q,1,85,2.685504059830903,6.254449257855515
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,,S,0,34,1.972940313181215,1.9011544828195124
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,,S,0,10,3.518229366180149,18.7559905668448
175,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,A7,C,1,62,3.7959657416070582,21.96694268600889
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,,S,0,68,3.6716084356186807,20.92698208538516
177,0,3,"Lefebre, Master. Henry Forbes",male,,3,1,4133,25.4667,,S,1,4,2.9971078322373685,6.2900968247170965
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C,1,53,2.234276015761263,19.528571387741145
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,,S,0,98,1.0763871614168612,14.346014776346383
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,,S,1,13,2.352032418781207,7.14085735510562
181,0,3,"Sage, Miss. Constance Gladys",female,,8,2,CA. 2343,69.55,,S,1,35,1.3114155389524922,8.748281375921334
182,0,2,"Pernot, Mr. Rene",male,,0,0,SC/PARIS 2131,15.05,,C,0,32,3.522137513260168,11.500470288216952
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,,S,1,42,1.377450904902708,11.843693878513141
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S,1,56,1.8127413155719818,16.147266799697935
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,,S,1,74,0.9907645772186577,21.437034582343006
186,0,1,"Rood, Mr. Hugh Roscoe",male,,0,0,113767,50.0,A32,S,0,51,1.8915512313335565,3.0286943462977
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1,0,370365,15.5,,Q,1,68,1.659267841557626,5.159121999517355
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,,S,1,87,1.6659679033453596,1.1010463823380132
189,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,,Q,1,22,2.635542015105013,19.001152619888124
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,,S,1,23,2.464835860286031,10.531980977085052
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,,S,0,4,1.2525727181233055,15.666167646128432
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,,S,1,4,3.273337757434215,0.06964267416578096
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,,S,1,88,2.9048816490872107,1.7808370898317534
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S,0,52,2.4881460886679982,13.57168387130406
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C,1,48,2.6581931078958956,10.38881423994454
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C,1,24,1.6452353112048619,9.742865665420767
197,0,3,"Mernagh, Mr. Robert",male,,0,0,368703,7.75,,Q,0,9,1.7260723203707702,18.596738567135795
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,,S,1,0,2.564357699861704,18.721900787502193
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,,0,0,370370,7.75,,Q,1,90,1.1241161084296314,4.806416182103525
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,,S,1,57,0.8001382334767717,8.191311095268393
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,,S,1,63,2.1135972047495244,14.798482894780566
202,0,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,69.55,,S,1,76,3.6045530213548282,21.86982615212248
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,,S,0,22,1.589390160064625,12.803629703324237
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,,C,1,68,2.5284141336451262,16.20729247527375
